Identificador do processo de viagem ,Número da Proposta (PCDP),Sequência Trecho,Origem - Data,Origem - País,Origem - UF,Origem - Cidade,Destino - Data,Destino - País,Destino - UF,Destino - Cidade,Meio de transporte,Número Diárias,Missao?
19379923,000049/24,4,24/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,29/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,Inválido,"0,00",Sim
19380149,000050/24,5,29/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,30/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Não
19380149,000050/24,1,20/01/2024,Brasil,Distrito Federal,Brasília,21/01/2024,Estados Unidos da América,,Corning - Nova Iorque,Aéreo,"0,00",Sim
19380149,000050/24,3,24/01/2024,Estados Unidos da América,,Corning - Nova Iorque,24/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,Rodoviário,"0,00",Não
19380149,000050/24,2,21/01/2024,Estados Unidos da América,,Corning - Nova Iorque,24/01/2024,Estados Unidos da América,,Corning - Nova Iorque,Inválido,"0,00",Sim
19380149,000050/24,4,24/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,29/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,Inválido,"0,00",Sim
19380823,000005/24,1,02/02/2024,Brasil,Rio de Janeiro,Rio de Janeiro,03/02/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Sim
19380823,000005/24,2,03/02/2024,Brasil,Distrito Federal,Brasília,03/02/2024,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,"0,00",Não
19381545,000047/24,1,20/01/2024,Brasil,Distrito Federal,Brasília,21/01/2024,Estados Unidos da América,,Corning - Nova Iorque,Aéreo,"0,00",Sim
19381545,000047/24,3,24/01/2024,Estados Unidos da América,,Corning - Nova Iorque,24/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,Rodoviário,"0,00",Não
19381545,000047/24,5,29/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,30/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Não
19381545,000047/24,2,21/01/2024,Estados Unidos da América,,Corning - Nova Iorque,24/01/2024,Estados Unidos da América,,Corning - Nova Iorque,Inválido,"0,00",Sim
19381545,000047/24,4,24/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,29/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,Inválido,"0,00",Sim
19381650,000042/24,1,18/01/2024,Brasil,Pará,Belém,18/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Sim
19384831,000012/24,1,26/01/2024,Bélgica,,Bruxelas,27/01/2024,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,"0,00",Não
19391742,000006/24,1,02/04/2024,Brasil,Rio de Janeiro,Niterói,02/04/2024,Brasil,Rio de Janeiro,Rio de Janeiro,Rodoviário,"0,00",Não
19391742,000006/24,4,09/04/2024,Brasil,Rio de Janeiro,Rio de Janeiro,09/04/2024,Brasil,Rio de Janeiro,Niterói,Rodoviário,"0,00",Não
19391742,000006/24,3,08/04/2024,Panamá,,Cidade do Panamá,09/04/2024,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,"0,00",Não
19391742,000006/24,2,02/04/2024,Brasil,Rio de Janeiro,Rio de Janeiro,08/04/2024,Panamá,,Cidade do Panamá,Aéreo,"0,00",Sim
19392547,000083/24,3,24/01/2024,Estados Unidos da América,,Corning - Nova Iorque,24/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,Rodoviário,"0,00",Não
19392547,000083/24,5,29/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,30/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Não
19392547,000083/24,1,20/01/2024,Brasil,Distrito Federal,Brasília,21/01/2024,Estados Unidos da América,,Corning - Nova Iorque,Aéreo,"0,00",Sim
19392547,000083/24,4,24/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,29/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,Inválido,"0,00",Sim
19392547,000083/24,2,21/01/2024,Estados Unidos da América,,Corning - Nova Iorque,24/01/2024,Estados Unidos da América,,Corning - Nova Iorque,Inválido,"0,00",Sim
19392719,000048/24-1C,5,29/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,30/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"1,50",Não
19392719,000048/24-1C,3,24/01/2024,Estados Unidos da América,,Corning - Nova Iorque,24/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,Rodoviário,"0,00",Não
19392719,000048/24-1C,1,20/01/2024,Brasil,Distrito Federal,Brasília,21/01/2024,Estados Unidos da América,,Corning - Nova Iorque,Aéreo,"0,50",Sim
19392719,000048/24-1C,4,24/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,29/01/2024,Estados Unidos da América,,Filadelfia - Pensilvânia,Inválido,"5,00",Sim
19392719,000048/24-1C,2,21/01/2024,Estados Unidos da América,,Corning - Nova Iorque,24/01/2024,Estados Unidos da América,,Corning - Nova Iorque,Inválido,"3,00",Sim
19398096,000788/24-1C,2,05/01/2024,Brasil,Paraíba,Esperança,05/01/2024,Brasil,Paraíba,João Pessoa,Rodoviário,"0,50",Não
19398096,000788/24-1C,1,01/01/2024,Brasil,Paraíba,João Pessoa,05/01/2024,Brasil,Paraíba,Esperança,Rodoviário,"4,00",Sim
19399169,000002/24,1,25/02/2024,Brasil,Paraná,Curitiba,01/03/2024,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,"0,00",Sim
19399169,000002/24,2,01/03/2024,Brasil,Rio de Janeiro,Rio de Janeiro,01/03/2024,Brasil,Paraná,Curitiba,Aéreo,"0,00",Não
19399261,000004/24-1C,1,04/01/2024,Brasil,Paraná,Curitiba,06/01/2024,Brasil,Rondônia,Porto Velho,Aéreo,"0,00",Não
19399261,000004/24-1C,3,01/02/2024,Brasil,Rondônia,Porto Velho,01/02/2024,Brasil,Paraná,Curitiba,Aéreo,"0,00",Não
19399261,000004/24-1C,2,06/01/2024,Brasil,Rondônia,Porto Velho,01/02/2024,Brasil,Rondônia,Porto Velho,Inválido,"0,00",Sim
19400155,000017/24,1,26/01/2024,Bélgica,,Bruxelas,27/01/2024,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,"0,00",Sim
19400534,000067/24,1,18/01/2024,Brasil,Amazonas,Manaus,18/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Sim
19402634,000009/24,2,22/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,22/01/2024,Brasil,Rio de Janeiro,Niterói,Rodoviário,"0,00",Sim
19402634,000009/24,1,22/01/2024,Brasil,São Paulo,São Paulo,22/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,"0,00",Não
19402634,000009/24,4,22/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,22/01/2024,Brasil,São Paulo,São Paulo,Aéreo,"0,00",Não
19402634,000009/24,3,22/01/2024,Brasil,Rio de Janeiro,Niterói,22/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,Rodoviário,"0,00",Não
19403070,000070/24,1,18/01/2024,Brasil,Pernambuco,Recife,18/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Sim
19407005,000003/24-1C,1,29/01/2024,Brasil,Paraná,Maringá,30/01/2024,Brasil,Paraná,Curitiba,Rodoviário,"1,00",Sim
19407005,000003/24-1C,2,30/01/2024,Brasil,Paraná,Curitiba,31/01/2024,Brasil,Paraná,Maringá,Rodoviário,"0,00",Não
19407262,000075/24,1,30/01/2024,Colômbia,,Bogotá,30/01/2024,Colômbia,,Bogotá,Aéreo,"0,00",Sim
19407262,000075/24,2,30/01/2024,Colômbia,,Bogotá,01/02/2024,Brasil,Minas Gerais,Uberlândia,Aéreo,"0,00",Sim
19407262,000075/24,3,01/02/2024,Brasil,Minas Gerais,Uberlândia,01/02/2024,Brasil,Minas Gerais,Araguari,Aéreo,"0,00",Sim
19407454,000074/24,2,30/01/2024,Colômbia,,Bogotá,01/02/2024,Brasil,Minas Gerais,Uberlândia,Aéreo,"0,00",Sim
19407454,000074/24,1,30/01/2024,Colômbia,,Bogotá,30/01/2024,Colômbia,,Bogotá,Aéreo,"0,00",Sim
19407454,000074/24,3,01/02/2024,Brasil,Minas Gerais,Uberlândia,01/02/2024,Brasil,Minas Gerais,Araguari,Aéreo,"0,00",Sim
19407601,000073/24,2,30/01/2024,Colômbia,,Bogotá,01/02/2024,Brasil,Minas Gerais,Uberlândia,Aéreo,"0,00",Sim
19407601,000073/24,1,30/01/2024,Colômbia,,Bogotá,30/01/2024,Colômbia,,Bogotá,Aéreo,"0,00",Sim
19407601,000073/24,3,01/02/2024,Brasil,Minas Gerais,Uberlândia,01/02/2024,Brasil,Minas Gerais,Araguari,Aéreo,"0,00",Sim
19407618,000004/24-1C,5,03/02/2024,Espanha,,Barcelona,04/02/2024,Brasil,Paraná,Londrina,Aéreo,"1,50",Não
19407618,000004/24-1C,1,04/01/2024,Brasil,Paraná,Londrina,13/01/2024,China,,Xangai,Aéreo,"8,50",Sim
19407618,000004/24-1C,3,20/01/2024,China,,Jinan - Shandong,26/01/2024,China,,Wuhan,Aéreo,"6,00",Sim
19407618,000004/24-1C,2,13/01/2024,China,,Xangai,20/01/2024,China,,Jinan - Shandong,Aéreo,"7,00",Sim
19407618,000004/24-1C,4,26/01/2024,China,,Wuhan,03/02/2024,Espanha,,Barcelona,Aéreo,"8,00",Sim
19409017,000068/24,1,31/01/2024,Brasil,Distrito Federal,Brasília,01/02/2024,Brasil,Amazonas,Manaus,Aéreo,"0,00",Sim
19409312,000071/24,1,31/01/2024,Brasil,Distrito Federal,Brasília,31/01/2024,Brasil,Pernambuco,Recife,Aéreo,"0,00",Sim
19409453,000072/24,1,31/01/2024,Brasil,Distrito Federal,Brasília,31/01/2024,Brasil,Pará,Belém,Aéreo,"0,00",Sim
19409780,000076/24,1,18/01/2024,Brasil,Rio Grande do Sul,Porto Alegre,18/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Sim
19409875,000081/24,1,16/02/2024,El Salvador,,San Salvador,16/02/2024,El Salvador,,San Salvador,Aéreo,"0,00",Sim
19409875,000081/24,2,16/02/2024,El Salvador,,San Salvador,18/02/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Sim
19409939,000028/24,1,11/01/2024,Brasil,Distrito Federal,Brasília,12/01/2024,Reino Unido,,Londres,Aéreo,"0,00",Sim
19410045,000080/24-1C,1,23/01/2024,El Salvador,,San Salvador,23/01/2024,El Salvador,,San Salvador,Aéreo,"0,00",Sim
19410045,000080/24-1C,2,23/01/2024,El Salvador,,San Salvador,25/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Sim
19410134,000079/24-1C,1,23/01/2024,El Salvador,,San Salvador,23/01/2024,El Salvador,,San Salvador,Aéreo,"0,00",Sim
19410134,000079/24-1C,2,23/01/2024,El Salvador,,San Salvador,25/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Sim
19410187,000077/24,1,18/01/2024,Brasil,Rio Grande do Sul,Porto Alegre,18/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Sim
19410495,000022/24,1,20/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,20/01/2024,Estados Unidos da América,,Washington,Aéreo,"0,00",Sim
19410609,000078/24,1,31/01/2024,Brasil,Distrito Federal,Brasília,31/01/2024,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,"0,00",Sim
19410984,000082/24,1,31/01/2024,Brasil,Distrito Federal,Brasília,31/01/2024,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,"0,00",Sim
19413047,000072/24,3,20/01/2024,Chile,,Concepción,20/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Não
19413047,000072/24,1,14/01/2024,Brasil,Distrito Federal,Brasília,15/01/2024,Chile,,Concepción,Aéreo,"0,00",Sim
19413047,000072/24,2,15/01/2024,Chile,,Concepción,20/01/2024,Chile,,Concepción,Inválido,"5,00",Não
19413103,000085/24,1,05/01/2024,Estados Unidos da América,,Washington,05/01/2024,Estados Unidos da América,,Washington,Aéreo,"0,00",Sim
19413103,000085/24,2,05/01/2024,Estados Unidos da América,,Washington,07/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Sim
19413163,000084/24,1,05/01/2024,Estados Unidos da América,,Washington,05/01/2024,Estados Unidos da América,,Washington,Aéreo,"0,00",Sim
19413163,000084/24,2,05/01/2024,Estados Unidos da América,,Washington,07/01/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Sim
19414926,000002/24,4,31/01/2024,França,,Limoges,31/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,"0,00",Não
19414926,000002/24,2,15/01/2024,Portugal,,Braga,22/01/2024,França,,Mulhouse,Aéreo,"0,00",Sim
19414926,000002/24,3,22/01/2024,França,,Mulhouse,31/01/2024,França,,Limoges,Aéreo,"0,00",Sim
19414926,000002/24,1,01/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,15/01/2024,Portugal,,Braga,Aéreo,"0,00",Sim
19416440,000086/24,1,06/02/2024,Estados Unidos da América,,Orlando,06/02/2024,Estados Unidos da América,,Orlando,Aéreo,"0,00",Sim
19416440,000086/24,2,06/02/2024,Estados Unidos da América,,Orlando,08/02/2024,Brasil,São Paulo,São Paulo,Aéreo,"0,00",Sim
19416507,000009/24-1C,2,03/02/2024,Índia,,Vadodara,04/02/2024,Brasil,Distrito Federal,Brasília,Aéreo,"1,50",Não
19416507,000009/24-1C,1,25/01/2024,Brasil,Distrito Federal,Brasília,03/02/2024,Índia,,Vadodara,Aéreo,"8,50",Sim
19416882,000087/24,2,08/02/2024,Estados Unidos da América,,Washington,10/02/2024,Brasil,Pernambuco,Recife,Aéreo,"0,00",Sim
19416882,000087/24,1,08/02/2024,Estados Unidos da América,,Washington,08/02/2024,Estados Unidos da América,,Washington,Aéreo,"0,00",Sim
19417525,000091/24,2,16/01/2024,Estados Unidos da América,,Jackson - Mississipi,18/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,"0,00",Sim
19417525,000091/24,1,16/01/2024,Estados Unidos da América,,Jackson - Mississipi,16/01/2024,Estados Unidos da América,,Jackson - Mississipi,Aéreo,"0,00",Sim
19417770,000090/24,2,16/01/2024,Estados Unidos da América,,Jackson - Mississipi,18/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,"0,00",Sim
19417770,000090/24,1,16/01/2024,Estados Unidos da América,,Jackson - Mississipi,16/01/2024,Estados Unidos da América,,Jackson - Mississipi,Aéreo,"0,00",Sim
19417804,000019/24,1,11/01/2024,Brasil,Distrito Federal,Brasília,12/01/2024,Bélgica,,Bruxelas,Aéreo,"0,00",Sim
19417816,000089/24,2,16/01/2024,Estados Unidos da América,,Jackson - Mississipi,18/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,"0,00",Sim
19417816,000089/24,1,16/01/2024,Estados Unidos da América,,Jackson - Mississipi,16/01/2024,Estados Unidos da América,,Jackson - Mississipi,Aéreo,"0,00",Sim
19417857,000088/24,2,16/01/2024,Estados Unidos da América,,Jackson - Mississipi,18/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,"0,00",Sim
19417857,000088/24,1,16/01/2024,Estados Unidos da América,,Jackson - Mississipi,16/01/2024,Estados Unidos da América,,Jackson - Mississipi,Aéreo,"0,00",Sim
19418643,000004/24,1,04/02/2024,Brasil,Rio Grande do Sul,Porto Alegre,08/02/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Sim
19418643,000004/24,2,08/02/2024,Brasil,Distrito Federal,Brasília,08/02/2024,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,"0,00",Não
19418850,000005/24-2C,1,25/01/2024,Brasil,Distrito Federal,Brasília,02/02/2024,Índia,,Ahmedabad,Aéreo,"7,50",Sim
19418850,000005/24-2C,2,02/02/2024,Índia,,Ahmedabad,03/02/2024,Brasil,Distrito Federal,Brasília,Aéreo,"1,50",Não
19419174,000001/24,1,22/01/2024,Brasil,Goiás,Goiânia,27/01/2024,Brasil,São Paulo,São Paulo,Aéreo,"0,00",Sim
19419174,000001/24,2,27/01/2024,Brasil,São Paulo,São Paulo,27/01/2024,Brasil,Goiás,Goiânia,Aéreo,"0,00",Não
19419864,000020/24,1,11/01/2024,Brasil,Distrito Federal,Brasília,12/01/2024,Bélgica,,Bruxelas,Aéreo,"0,00",Sim
19419913,000002/24-1C,2,12/01/2024,Nova Zelândia,,Wellington,12/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,"0,50",Não
19419913,000002/24-1C,1,05/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,12/01/2024,Nova Zelândia,,Wellington,Aéreo,"6,50",Sim
19419970,000095/24,2,09/02/2024,França,,Paris,11/02/2024,Brasil,Distrito Federal,Brasília,Aéreo,"0,00",Sim
19419970,000095/24,1,09/02/2024,França,,Paris,09/02/2024,França,,Paris,Aéreo,"0,00",Sim
19420065,000021/24,1,11/01/2024,Brasil,Distrito Federal,Brasília,12/01/2024,Bélgica,,Bruxelas,Aéreo,"0,00",Não
19420351,000025/24,1,08/02/2024,Brasil,Distrito Federal,Brasília,09/02/2024,Itália,,Roma,Aéreo,"0,00",Sim
19420431,000026/24,1,08/02/2024,Brasil,Distrito Federal,Brasília,09/02/2024,Itália,,Roma,Aéreo,"0,00",Sim
19420828,000100/24,2,17/01/2024,Estados Unidos da América,,Washington,19/01/2024,Brasil,Pernambuco,Recife,Aéreo,"0,00",Sim
19420828,000100/24,1,17/01/2024,Estados Unidos da América,,Washington,17/01/2024,Estados Unidos da América,,Washington,Aéreo,"0,00",Sim
19421209,000104/24,2,16/02/2024,Equador,,Quito,18/02/2024,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,"0,00",Sim
19421209,000104/24,1,16/02/2024,Equador,,Quito,16/02/2024,Equador,,Quito,Aéreo,"0,00",Sim
19421295,000103/24,2,16/02/2024,Equador,,Quito,18/02/2024,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,"0,00",Sim
19421295,000103/24,1,16/02/2024,Equador,,Quito,16/02/2024,Equador,,Quito,Aéreo,"0,00",Sim
19421345,000027/24,1,08/02/2024,Brasil,Distrito Federal,Brasília,09/02/2024,Itália,,Roma,Aéreo,"0,00",Não
19421385,000102/24,2,16/02/2024,Equador,,Quito,18/02/2024,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,"0,00",Sim
19421385,000102/24,1,16/02/2024,Equador,,Quito,16/02/2024,Equador,,Quito,Aéreo,"0,00",Sim
19421489,000101/24,2,16/02/2024,Equador,,Quito,18/02/2024,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,"0,00",Sim
19421489,000101/24,1,16/02/2024,Equador,,Quito,16/02/2024,Equador,,Quito,Aéreo,"0,00",Sim
19422023,000001/24,2,07/01/2024,Estados Unidos da América,,Honolulu,09/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,"0,00",Não
19422023,000001/24,1,01/01/2024,Brasil,Rio de Janeiro,Rio de Janeiro,07/01/2024,Estados Unidos da América,,Honolulu,Aéreo,"0,00",Sim
19422733,000096/24-1C,2,26/01/2024,Brasil,Amapá,Macapá,26/01/2024,Brasil,Pará,Belém,Aéreo,"0,50",Não
19422733,000096/24-1C,1,23/01/2024,Brasil,Pará,Belém,26/01/2024,Brasil,Amapá,Macapá,Aéreo,"3,00",Sim
19422850,000097/24-1C,1,17/01/2024,Brasil,Pará,Belém,19/01/2024,Brasil,Pará,Marabá,Aéreo,"2,00",Sim
19422850,000097/24-1C,2,19/01/2024,Brasil,Pará,Marabá,19/01/2024,Brasil,Pará,Belém,Aéreo,"0,50",Não
19423961,000099/24,1,17/01/2024,Estados Unidos da América,,Washington,17/01/2024,Estados Unidos da América,,Washington,Aéreo,"0,00",Sim
19423961,000099/24,2,17/01/2024,Estados Unidos da América,,Washington,19/01/2024,Brasil,Pernambuco,Recife,Aéreo,"0,00",Sim
19424024,000098/24,1,17/01/2024,Estados Unidos da América,,Washington,17/01/2024,Estados Unidos da América,,Washington,Aéreo,"0,00",Sim
19424024,000098/24,2,17/01/2024,Estados Unidos da América,,Washington,19/01/2024,Brasil,Pernambuco,Recife,Aéreo,"0,00",Sim
